Data_Abertura;Tipo;Motivo;Detalhe_Motivo;Status;Agrupamento;Nome;Porte;Grupo_Economico;UF
10/12/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PA
30/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
14/03/2023;Reclamação;Contrato;Cancelamento não realizado;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;GO
03/12/2023;Reclamação;Instalação;Prazo de instalação excedido;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;MS
22/12/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;Telefonica Brasil S.A.;Grande;Vivo;SC
15/08/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S.A.;Grande;Claro;MG
02/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;N/A;Grande;Vivo;RN
08/11/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
03/08/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S/A;Grande;Claro;MS
08/08/2023;Reclamação;Outros;Outros;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
27/04/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
02/12/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;PE
19/03/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;MT
30/04/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP
14/02/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;GO
03/04/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S/A;Grande;Claro;AC
31/08/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
23/10/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RS
12/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;Net Serviços De Comunicação S.A.;Grande;Claro;SP
12/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
27/04/2022;Reclamação;-;Falha/Interrupção do serviço;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PA
18/02/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RS
17/01/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
12/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;AM
02/09/2022;Reclamação;Velocidade;-;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
15/05/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S/A;Grande;Claro;SC
03/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
03/05/2023;Reclamação;Cobrança;N/A;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
04/03/2022;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
05/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;GO
07/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
16/03/2022;Reclamação;-;N/A;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PA
10/05/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S.A.;Grande;NÃO INFORMADO;ES
30/07/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
02/03/2022;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;CLARO S/A;Grande;Claro;SP
01/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;CE
13/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
14/08/2023;Reclamação;-;Velocidade abaixo do contratado;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
20/02/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;CLARO S.A.;Grande;Claro;SP
14/07/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;TO
23/02/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
29/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;AL
17/10/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S.A.;Grande;Claro;SP
03/03/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
08/09/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RO
05/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MT
23/07/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;OI S.A.;Grande;Oi;PA
12/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
16/06/2023;Reclamação;Cobrança; ;Respondida;SCM;OI S.A.;Grande;Oi;MS
03/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
27/06/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;MG
23/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
20/07/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;OI S.A.;Grande;Oi;RJ
18/02/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;ES
17/08/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PE
17/06/2022;Reclamação;Outros;Outros;Respondida;SCM;CLARO S.A.;Grande;Claro;CE
04/06/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
25/02/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
21/02/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;BA
09/10/2022;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
27/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
09/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
20/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PR
17/05/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
31/12/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
12/01/2022;Reclamação;Outros;Outros;Respondida;SCM;CLARO S.A.;Grande;Claro;SC
25/04/2023;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
01/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
14/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
26/12/2022;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MA
12/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
15/04/2023;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;-;SP
10/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
25/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
14/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RN
31/12/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
13/06/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;AP
22/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;RJ
29/03/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;AM
18/02/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SC
02/03/2022;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
07/05/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S/A;Grande;Claro;ES
26/06/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;PI
25/09/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;GO
02/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
20/12/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;OI S.A.;Grande;Oi;PE
09/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RN
19/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AP
27/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;SP
09/11/2022;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
23/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;ES
03/04/2022;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S.A.;Grande;Claro;RS
07/08/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;AL
01/05/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;Telefonica Brasil S.A.; ;Vivo;SP
16/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.; ;Claro;TO
02/07/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;SC
22/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
09/01/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
17/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SE
30/07/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP
07/03/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RS
12/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
07/07/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RN
09/10/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
18/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;RS
14/09/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;MT
19/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AM
06/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MT
02/05/2022;Reclamação;Atendimento;-;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
17/12/2023;Reclamação;Atendimento;Atendimento inadequado;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ
10/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;MG
27/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;RN
06/02/2022;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S/A;Grande;Claro;MS
16/06/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SC
18/12/2022;Reclamação;Outros;Outros;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
21/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PE
15/07/2023;Reclamação;Atendimento;-;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
14/09/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
15/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
07/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
27/01/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
13/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;CE
14/05/2023;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
30/07/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
04/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SE
25/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
21/05/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
31/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;MA
24/08/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Embratel S.A.;Grande;Claro;PA
08/11/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
12/01/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
27/03/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
01/07/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;OI S.A.;Grande;Oi;TO
19/07/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
09/10/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
07/11/2023;Reclamação;Outros;Outros;Respondida;SCM;CLARO S/A;Grande;Claro;SP
14/05/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
08/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;CLARO S.A.;Grande;Claro;BA
07/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PA
10/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;N/A;Grande;Claro;PR
19/12/2023;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;OI S.A.;Grande;Oi;RJ
14/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
21/05/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;MG
22/04/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;BA
26/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
10/02/2023;Reclamação;Atendimento;N/A;Não Respondida;SCM;CLARO S.A.;Grande;Claro;BA
12/06/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PI
02/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
26/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;RJ
20/05/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S.A.;Grande;Claro;GO
07/02/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RN
17/03/2022;Reclamação;Outros;Outros;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
23/09/2023;Reclamação;Atendimento;Atendimento inadequado;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ
02/10/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RS
17/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;SP
12/02/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RN
10/11/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
01/07/2023;Reclamação;NÃO INFORMADO;Cobrança indevida;Não Respondida;SCM;OI S.A.;Grande;Oi;SP
15/12/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
26/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
03/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
10/05/2022;Reclamação;Atendimento;-;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
01/07/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S.A.;Grande;Claro;SP
22/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PI
03/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S.A.;NÃO INFORMADO;Claro;SP
02/07/2023;Reclamação;Contrato;-;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
28/06/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SE
30/01/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S/A;Grande;Claro;AL
21/11/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
21/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
09/10/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
01/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S.A.;Grande;Claro;PR
07/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RR
08/06/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SC
04/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;MT
09/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PR
11/07/2023;Reclamação;Instalação;Prazo de instalação excedido;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
22/10/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S/A;Grande;Claro;RS
08/01/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SE
17/01/2022;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;CLARO S/A;Grande;Claro;SP
17/06/2022;Reclamação;Outros;Outros;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
30/12/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
18/05/2023;Reclamação;Falha;NÃO INFORMADO;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MA
27/09/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;OI S.A.;Grande;Oi;RJ
02/11/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;OI S.A.;Grande;Oi;RO
27/09/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S.A.;Grande;Claro;SP
12/10/2023;Reclamação;Outros;Outros;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
28/02/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
22/10/2022;Reclamação;-;Prazo de instalação excedido;Em Andamento;SCM;CLARO S.A.;Grande;Claro;SP
17/02/2022;Reclamação;Outros;Outros;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PE
04/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;-;SP
19/09/2022;Reclamação;Atendimento;Atendimento inadequado;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;GO
21/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MA
09/05/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
10/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR
17/12/2022;Reclamação;Outros;Outros;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;MA
28/05/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;Oi S.A.;Grande;Oi;PB
06/02/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;-;Grande;Vivo;MA
10/10/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;PB
30/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;AM
04/06/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP
